step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFlaggedFraud,isFraud
647.0,1.0,64202.85,64202.85,0.0,0.0,0.0,0.0,1
669.0,0.0,111033.79,111033.79,0.0,470258.81,581292.59,0.0,1
487.0,1.0,367980.99,367980.99,0.0,0.0,0.0,0.0,1
161.0,1.0,8720558.46,8720558.46,0.0,0.0,0.0,0.0,1
356.0,1.0,7360.15,7360.15,0.0,0.0,0.0,0.0,1
414.0,1.0,3285475.4,3285475.4,0.0,0.0,0.0,0.0,1
57.0,1.0,157610.11,157610.11,0.0,0.0,0.0,0.0,1
655.0,0.0,45758.71,45758.71,0.0,0.0,45758.71,0.0,1
247.0,0.0,802421.39,802421.39,0.0,11846261.68,12648683.06,0.0,1
201.0,0.0,2477661.97,2477661.97,0.0,25166.02,2502828.0,0.0,1
22.0,0.0,37100.29,37100.29,0.0,433212.41,470312.7,0.0,1
85.0,1.0,8924971.59,8924971.59,0.0,0.0,0.0,0.0,1
570.0,0.0,1021194.38,1021194.38,0.0,0.0,1021194.38,0.0,1
104.0,0.0,86170.94,86170.94,0.0,288270.7,374441.64,0.0,1
704.0,0.0,339152.24,339152.24,0.0,0.0,339152.24,0.0,1
305.0,0.0,2321633.57,2321633.57,0.0,0.0,2321633.57,0.0,1
273.0,1.0,3738574.9,3738574.9,0.0,0.0,0.0,0.0,1
149.0,1.0,3567795.25,3567795.25,0.0,0.0,0.0,0.0,1
295.0,0.0,1748611.28,1748611.28,0.0,113025.94,1861637.22,0.0,1
212.0,0.0,296699.39,296699.39,0.0,162636.95,459336.34,0.0,1
730.0,0.0,10000000.0,10000000.0,0.0,62895.13,10062895.13,0.0,1
275.0,0.0,2607790.58,2607790.58,0.0,7640097.83,10247888.41,0.0,1
214.0,0.0,116419.58,116419.58,0.0,177874.9,294294.48,0.0,1
379.0,1.0,99458.21,99458.21,0.0,0.0,0.0,0.0,1
315.0,1.0,76640.82,76640.82,0.0,0.0,0.0,0.0,1
155.0,1.0,49372.94,49372.94,0.0,0.0,0.0,0.0,1
442.0,0.0,37323.15,37323.15,0.0,868591.49,905914.64,0.0,1
412.0,0.0,381977.83,381977.83,0.0,0.0,381977.83,0.0,1
261.0,0.0,591032.52,591032.52,0.0,30597.3,621629.81,0.0,1
402.0,1.0,127156.49,127156.49,0.0,0.0,0.0,0.0,1
249.0,0.0,3138.25,3138.25,0.0,249297.18,252435.43,0.0,1
319.0,0.0,88424.06,88424.06,0.0,1058979.19,1147403.25,0.0,1
111.0,1.0,98692.72,98692.72,0.0,0.0,0.0,0.0,1
675.0,1.0,950766.15,950766.15,0.0,0.0,0.0,0.0,1
262.0,1.0,639680.32,639680.32,0.0,0.0,0.0,0.0,1
435.0,0.0,365332.78,365332.78,0.0,27185.14,392517.92,0.0,1
552.0,1.0,692743.57,692743.57,0.0,0.0,0.0,0.0,1
84.0,0.0,8380.79,8380.79,0.0,0.0,8380.79,0.0,1
202.0,0.0,2263927.04,2263927.04,0.0,0.0,2263927.04,0.0,1
155.0,1.0,682309.83,682309.83,0.0,0.0,99994.39,0.0,1
329.0,0.0,84312.29,84312.29,0.0,121545.95,205858.24,0.0,1
56.0,0.0,2776135.33,2776135.33,0.0,0.0,2776135.33,0.0,1
172.0,1.0,692984.55,692984.55,0.0,0.0,0.0,0.0,1
91.0,0.0,28308.97,28308.97,0.0,0.0,28308.97,0.0,1
265.0,0.0,127916.67,127916.67,0.0,1520726.85,1648643.52,0.0,1
622.0,1.0,165547.54,165547.54,0.0,0.0,0.0,0.0,1
547.0,1.0,82764.07,82764.07,0.0,0.0,0.0,0.0,1
150.0,1.0,1994285.14,1994285.14,0.0,0.0,0.0,0.0,1
663.0,1.0,473387.81,473387.81,0.0,0.0,0.0,0.0,1
689.0,0.0,228416.57,228416.57,0.0,42676.83,271093.4,0.0,1
154.0,0.0,141837.8,141837.8,0.0,5845089.37,5986927.17,0.0,1
370.0,0.0,10000000.0,10000000.0,0.0,856247.59,10856247.59,0.0,1
741.0,1.0,383661.1,383661.1,0.0,0.0,0.0,0.0,1
179.0,1.0,1494831.65,1494831.65,0.0,0.0,0.0,0.0,1
573.0,0.0,182927.08,182927.08,0.0,0.0,182927.08,0.0,1
646.0,0.0,10000000.0,10000000.0,0.0,235170.07,10235170.07,0.0,1
434.0,1.0,1307156.17,1307156.17,0.0,0.0,0.0,0.0,1
713.0,1.0,773926.81,773926.81,0.0,0.0,0.0,0.0,1
440.0,1.0,10000000.0,11912961.16,1912961.16,0.0,0.0,0.0,1
63.0,0.0,1693962.01,1693962.01,0.0,98505.53,1792467.54,0.0,1
311.0,1.0,268366.47,268366.47,0.0,0.0,0.0,0.0,1
216.0,0.0,36300.25,36300.25,0.0,0.0,36300.25,0.0,1
345.0,1.0,116940.32,116940.32,0.0,0.0,0.0,0.0,1
607.0,0.0,56888.23,56888.23,0.0,0.0,56888.23,0.0,1
6.0,1.0,26768.5,26768.5,0.0,0.0,0.0,0.0,1
69.0,1.0,19776.71,19776.71,0.0,0.0,0.0,0.0,1
391.0,1.0,47721.95,47721.95,0.0,0.0,0.0,0.0,1
625.0,1.0,249749.05,249749.05,0.0,0.0,0.0,0.0,1
349.0,1.0,977805.62,977805.62,0.0,0.0,0.0,0.0,1
410.0,1.0,871745.76,871745.76,0.0,0.0,0.0,0.0,1
504.0,1.0,1380940.73,1380940.73,0.0,0.0,0.0,0.0,1
281.0,1.0,556720.82,556720.82,0.0,0.0,0.0,0.0,1
94.0,1.0,1454592.61,1454592.61,0.0,0.0,0.0,0.0,1
75.0,1.0,460436.43,460436.43,0.0,0.0,0.0,0.0,1
422.0,0.0,298365.86,298365.86,0.0,0.0,298365.86,0.0,1
437.0,0.0,16207.04,16207.04,0.0,136857.72,153064.76,0.0,1
612.0,0.0,11155.45,11155.45,0.0,1208791.84,1219947.29,0.0,1
699.0,1.0,148714.54,148714.54,0.0,0.0,0.0,0.0,1
702.0,1.0,10000000.0,33171085.59,23171085.59,0.0,0.0,0.0,1
13.0,0.0,6188514.81,6188514.81,0.0,381607.21,6424681.56,0.0,1
473.0,0.0,70239.81,70239.81,0.0,255444.42,325684.23,0.0,1
416.0,1.0,27276.07,27276.07,0.0,0.0,0.0,0.0,1
519.0,0.0,1644253.61,1644253.61,0.0,0.0,1644253.61,0.0,1
344.0,1.0,118499.44,118499.44,0.0,0.0,0.0,0.0,1
259.0,0.0,248071.56,248071.56,0.0,81265.48,329337.03,0.0,1
629.0,1.0,2433009.28,2433009.28,0.0,0.0,0.0,0.0,1
156.0,0.0,773696.12,773696.12,0.0,0.0,773696.12,0.0,1
61.0,1.0,37720.99,37720.99,0.0,0.0,0.0,0.0,1
513.0,0.0,100762.66,100762.66,0.0,0.0,100762.66,0.0,1
686.0,0.0,134227.05,134227.05,0.0,2789107.98,2923335.03,0.0,1
617.0,0.0,10000000.0,10000000.0,0.0,0.0,10000000.0,0.0,1
706.0,1.0,265961.0,265961.0,0.0,0.0,0.0,0.0,1
692.0,0.0,6856104.02,6856104.02,0.0,751321.25,7607425.27,0.0,1
654.0,1.0,668595.91,668595.91,0.0,0.0,0.0,0.0,1
150.0,1.0,1335959.76,1335959.76,0.0,0.0,0.0,0.0,1
727.0,1.0,276298.49,276298.49,0.0,0.0,0.0,0.0,1
556.0,1.0,227231.78,227231.78,0.0,0.0,0.0,0.0,1
51.0,0.0,567932.31,567932.31,0.0,0.0,567932.31,0.0,1
164.0,1.0,276042.59,276042.59,0.0,0.0,0.0,0.0,1
47.0,0.0,243028.65,243028.65,0.0,441285.14,684313.79,0.0,1
619.0,1.0,2341474.44,2341474.44,0.0,0.0,0.0,0.0,1
177.0,0.0,63210.91,63210.91,0.0,6697.1,69908.01,0.0,1
59.0,0.0,3857176.83,3857176.83,0.0,228541.62,4085718.45,0.0,1
735.0,1.0,444898.97,444898.97,0.0,0.0,0.0,0.0,1
465.0,1.0,4690769.98,4690769.98,0.0,0.0,0.0,0.0,1
351.0,1.0,118111.77,118111.77,0.0,0.0,0.0,0.0,1
460.0,0.0,76548.48,76548.48,0.0,2635449.31,2711997.79,0.0,1
373.0,1.0,82750.0,82750.0,0.0,0.0,0.0,0.0,1
398.0,1.0,3580542.06,3580542.06,0.0,0.0,0.0,0.0,1
200.0,0.0,7482670.24,7482670.24,0.0,2097169.4,9579839.64,0.0,1
526.0,1.0,200008.33,200008.33,0.0,0.0,0.0,0.0,1
205.0,1.0,245694.84,245694.84,0.0,0.0,0.0,0.0,1
55.0,0.0,854550.85,854550.85,0.0,186808.48,1041359.33,0.0,1
735.0,0.0,92735.71,92735.71,0.0,921583.3,1014319.01,0.0,1
384.0,0.0,136903.9,136903.9,0.0,381491.83,518395.74,0.0,1
361.0,1.0,1082308.05,1082308.05,0.0,0.0,0.0,0.0,1
40.0,1.0,31930.24,31930.24,0.0,0.0,0.0,0.0,1
186.0,0.0,345802.34,345802.34,0.0,0.0,345802.34,0.0,1
28.0,1.0,491517.77,491517.77,0.0,0.0,0.0,0.0,1
567.0,1.0,1893451.73,1893451.73,0.0,0.0,0.0,0.0,1
614.0,0.0,309061.5,309061.5,0.0,218006.55,527068.05,0.0,1
603.0,0.0,39247.74,39247.74,0.0,3972842.93,4012090.67,0.0,1
47.0,1.0,243028.65,243028.65,0.0,0.0,0.0,0.0,1
547.0,1.0,1139983.15,1139983.15,0.0,0.0,0.0,0.0,1
323.0,1.0,25761.04,25761.04,0.0,0.0,0.0,0.0,1
2.0,1.0,18627.02,18627.02,0.0,0.0,0.0,0.0,1
554.0,0.0,10000000.0,10000000.0,0.0,0.0,10000000.0,0.0,1
459.0,1.0,4153.02,4153.02,0.0,0.0,0.0,0.0,1
671.0,1.0,36956.27,36956.27,0.0,0.0,0.0,0.0,1
663.0,0.0,202952.03,202952.03,0.0,2738806.2,2941758.22,0.0,1
361.0,0.0,3421212.04,3421212.04,0.0,57076.37,3478288.41,0.0,1
354.0,1.0,283429.1,283429.1,0.0,0.0,0.0,0.0,1
268.0,0.0,2219475.13,2219475.13,0.0,589145.32,2808620.45,0.0,1
183.0,0.0,355909.21,355909.21,0.0,0.0,355909.21,0.0,1
342.0,0.0,127018.14,127018.14,0.0,0.0,127018.14,0.0,1
477.0,0.0,338293.14,338293.14,0.0,4293922.64,4632215.78,0.0,1
549.0,1.0,1057053.6,1057053.6,0.0,0.0,0.0,0.0,1
125.0,1.0,621569.61,621569.61,0.0,0.0,0.0,0.0,1
174.0,0.0,250223.24,250223.24,0.0,1626694.65,1876917.89,0.0,1
646.0,0.0,10000000.0,10000000.0,0.0,0.0,10000000.0,0.0,1
122.0,0.0,990857.53,990857.53,0.0,679698.52,1670556.05,0.0,1
503.0,0.0,56290.17,56290.17,0.0,10484036.58,10540326.75,0.0,1
296.0,1.0,10000000.0,15591414.49,5591414.49,0.0,0.0,0.0,1
269.0,0.0,278619.91,278619.91,0.0,707791.17,986411.08,0.0,1
445.0,1.0,2277862.67,2277862.67,0.0,0.0,0.0,0.0,1
215.0,0.0,45053.05,45053.05,0.0,202038.75,247091.8,0.0,1
66.0,1.0,813133.35,813133.35,0.0,0.0,0.0,0.0,1
363.0,1.0,6513531.58,6513531.58,0.0,0.0,0.0,0.0,1
241.0,0.0,325470.07,325470.07,0.0,19771.15,345241.22,0.0,1
557.0,1.0,2719.66,2719.66,0.0,0.0,0.0,0.0,1
128.0,1.0,3062506.58,3062506.58,0.0,0.0,0.0,0.0,1
485.0,0.0,277485.25,277485.25,0.0,0.0,277485.25,0.0,1
42.0,0.0,5032484.73,5032484.73,0.0,873589.17,5906073.9,0.0,1
351.0,0.0,153607.08,153607.08,0.0,276122.28,429729.36,0.0,1
388.0,1.0,2641674.43,2641674.43,0.0,0.0,0.0,0.0,1
677.0,1.0,1136374.62,1136374.62,0.0,0.0,0.0,0.0,1
461.0,1.0,830991.53,830991.53,0.0,0.0,0.0,0.0,1
305.0,1.0,1309602.55,1309602.55,0.0,0.0,0.0,0.0,1
394.0,1.0,201247.25,201247.25,0.0,0.0,0.0,0.0,1
185.0,0.0,194180.11,194180.11,0.0,489160.24,683340.35,0.0,1
708.0,0.0,1494146.93,1494146.93,0.0,0.0,1494146.93,0.0,1
203.0,1.0,4644693.12,4644693.12,0.0,0.0,0.0,0.0,1
630.0,1.0,728256.03,728256.03,0.0,0.0,0.0,0.0,1
654.0,0.0,1290224.84,1290224.84,0.0,0.0,1290224.84,0.0,1
415.0,0.0,461369.99,461369.99,0.0,2572575.13,3033945.11,0.0,1
576.0,0.0,28284.88,28284.88,0.0,477021.43,505306.31,0.0,1
430.0,0.0,221511.12,221511.12,0.0,201354.78,422865.9,0.0,1
255.0,0.0,32733.43,32733.43,0.0,0.0,32733.43,0.0,1
475.0,1.0,20111.45,20111.45,0.0,0.0,0.0,0.0,1
652.0,1.0,92043.22,92043.22,0.0,0.0,0.0,0.0,1
684.0,0.0,537025.01,537025.01,0.0,10631848.04,11168873.06,0.0,1
712.0,1.0,367207.98,367207.98,0.0,0.0,0.0,0.0,1
406.0,1.0,4160888.06,4160888.06,0.0,0.0,0.0,0.0,1
595.0,0.0,816452.19,816452.19,0.0,1218091.0,2034543.19,0.0,1
502.0,0.0,613020.85,613020.85,0.0,940884.76,1553905.61,0.0,1
717.0,0.0,2624422.62,2624422.62,0.0,1204416.83,3828839.45,0.0,1
402.0,0.0,48266.8,48266.8,0.0,77475.93,125742.73,0.0,1
501.0,1.0,1318024.48,1318024.48,0.0,0.0,0.0,0.0,1
66.0,1.0,4631432.03,4631432.03,0.0,0.0,0.0,0.0,1
208.0,1.0,164519.7,164519.7,0.0,0.0,0.0,0.0,1
74.0,0.0,1311150.9,1311150.9,0.0,0.0,1311150.9,0.0,1
361.0,0.0,1276300.86,1276300.86,0.0,0.0,1276300.86,0.0,1
567.0,1.0,1839972.36,1839972.36,0.0,0.0,0.0,0.0,1
61.0,1.0,332138.32,332138.32,0.0,0.0,0.0,0.0,1
132.0,0.0,190737.49,190737.49,0.0,1565285.75,1756023.24,0.0,1
504.0,0.0,1380940.73,1380940.73,0.0,185939.03,1566879.76,0.0,1
647.0,1.0,2253811.33,2253811.33,0.0,0.0,0.0,0.0,1
41.0,0.0,1270564.34,1270564.34,0.0,0.0,1270564.34,0.0,1
559.0,1.0,175290.91,175290.91,0.0,0.0,0.0,0.0,1
259.0,1.0,507521.42,507521.42,0.0,0.0,0.0,0.0,1
393.0,1.0,432958.83,432958.83,0.0,0.0,0.0,0.0,1
387.0,1.0,1101871.13,1101871.13,0.0,0.0,0.0,0.0,1
704.0,0.0,1820864.64,1820864.64,0.0,1116665.47,2937530.11,0.0,1
198.0,1.0,152961.49,152961.49,0.0,0.0,0.0,0.0,1
288.0,1.0,21511.22,21511.22,0.0,0.0,0.0,0.0,1
265.0,0.0,158214.43,158214.43,0.0,1341496.75,1499711.18,0.0,1
495.0,1.0,1301090.39,1301090.39,0.0,0.0,0.0,0.0,1
675.0,1.0,43440.97,43440.97,0.0,0.0,0.0,0.0,1
588.0,1.0,187128.57,187128.57,0.0,0.0,0.0,0.0,1
272.0,1.0,253672.83,253672.83,0.0,0.0,0.0,0.0,1
15.0,0.0,696763.08,696763.08,0.0,366114.58,1347073.81,0.0,1
703.0,1.0,512922.65,512922.65,0.0,0.0,0.0,0.0,1
401.0,1.0,1672570.76,1672570.76,0.0,0.0,0.0,0.0,1
370.0,1.0,1653144.1,1653144.1,0.0,0.0,0.0,0.0,1
568.0,1.0,7365106.76,7365106.76,0.0,0.0,0.0,0.0,1
280.0,0.0,268762.37,268762.37,0.0,864874.76,1133637.14,0.0,1
305.0,0.0,1754597.44,1754597.44,0.0,354948.04,2109545.48,0.0,1
351.0,1.0,4129482.96,4129482.96,0.0,0.0,0.0,0.0,1
320.0,1.0,34099.1,34099.1,0.0,0.0,0.0,0.0,1
560.0,1.0,143275.81,143275.81,0.0,0.0,0.0,0.0,1
398.0,0.0,371771.44,371771.44,0.0,4665671.71,5037443.15,0.0,1
412.0,0.0,2425164.58,2425164.58,0.0,946807.93,3371972.51,0.0,1
640.0,0.0,1732090.28,1732090.28,0.0,998647.97,2730738.25,0.0,1
68.0,0.0,5800988.12,5800988.12,0.0,0.0,5800988.12,0.0,1
621.0,1.0,662104.87,662104.87,0.0,0.0,0.0,0.0,1
310.0,0.0,1868438.44,1868438.44,0.0,0.0,1868438.44,0.0,1
660.0,1.0,227994.78,227994.78,0.0,0.0,0.0,0.0,1
600.0,0.0,983417.49,983417.49,0.0,0.0,983417.49,0.0,1
664.0,1.0,64181.21,64181.21,0.0,0.0,0.0,0.0,1
214.0,0.0,2485467.28,2485467.28,0.0,0.0,2485467.28,0.0,1
550.0,0.0,1613281.82,1613281.82,0.0,2312268.26,3925550.08,0.0,1
223.0,1.0,181588.3,181588.3,0.0,0.0,0.0,0.0,1
300.0,1.0,774761.84,774761.84,0.0,0.0,0.0,0.0,1
619.0,0.0,418971.0,418971.0,0.0,2234184.24,2653155.23,0.0,1
621.0,0.0,1077146.94,1077146.94,0.0,6485.28,1083632.22,0.0,1
728.0,1.0,287040.14,287040.14,0.0,0.0,0.0,0.0,1
79.0,0.0,61178.51,61178.51,0.0,238787.35,299965.86,0.0,1
108.0,0.0,7060216.94,7060216.94,0.0,194244.35,7254461.29,0.0,1
121.0,1.0,2142164.0,2142164.0,0.0,0.0,0.0,0.0,1
182.0,0.0,166323.01,166323.01,0.0,0.0,166323.01,0.0,1
590.0,0.0,802483.88,802483.88,0.0,0.0,802483.88,0.0,1
610.0,1.0,528149.74,528149.74,0.0,0.0,0.0,0.0,1
495.0,1.0,296940.32,296940.32,0.0,0.0,0.0,0.0,1
585.0,0.0,8286342.51,8286342.51,0.0,9538756.13,17825098.64,0.0,1
399.0,0.0,350017.08,350017.08,0.0,0.0,350017.08,0.0,1
287.0,1.0,491847.47,491847.47,0.0,0.0,0.0,0.0,1
229.0,1.0,38580.45,38580.45,0.0,0.0,0.0,0.0,1
692.0,1.0,701697.49,701697.49,0.0,0.0,0.0,0.0,1
212.0,0.0,10000000.0,10000000.0,0.0,0.0,10000000.0,0.0,1
595.0,0.0,76732.89,76732.89,0.0,337482.64,414215.54,0.0,1
521.0,1.0,48734.24,48734.24,0.0,0.0,0.0,0.0,1
335.0,1.0,723915.85,723915.85,0.0,0.0,0.0,0.0,1
523.0,0.0,248799.49,248799.49,0.0,323143.23,571942.72,0.0,1
31.0,1.0,335219.49,335219.49,0.0,0.0,0.0,0.0,1
286.0,1.0,2674794.22,2674794.22,0.0,0.0,0.0,0.0,1
404.0,0.0,373322.87,373322.87,0.0,112234.04,485556.91,0.0,1
411.0,1.0,427373.65,427373.65,0.0,0.0,0.0,0.0,1
440.0,1.0,10000000.0,14339822.23,4339822.23,0.0,0.0,0.0,1
77.0,1.0,2149976.69,2149976.69,0.0,0.0,0.0,0.0,1
294.0,1.0,3731378.32,3731378.32,0.0,0.0,0.0,0.0,1
498.0,0.0,95064.86,95064.86,0.0,261235.49,356300.35,0.0,1
550.0,1.0,342309.91,342309.91,0.0,0.0,0.0,0.0,1
191.0,1.0,2815.61,2815.61,0.0,0.0,0.0,0.0,1
413.0,1.0,341441.17,341441.17,0.0,0.0,0.0,0.0,1
521.0,0.0,28835.93,28835.93,0.0,263633.63,292469.56,0.0,1
489.0,0.0,7515624.63,7515624.63,0.0,0.0,7515624.63,0.0,1
317.0,1.0,46779.04,46779.04,0.0,0.0,0.0,0.0,1
208.0,1.0,23031.26,23031.26,0.0,0.0,0.0,0.0,1
266.0,0.0,1911239.21,1911239.21,0.0,188720.75,2099959.96,0.0,1
45.0,0.0,4919642.57,4919642.57,0.0,1414095.92,6333738.49,0.0,1
134.0,0.0,3892156.3,3892156.3,0.0,5663227.36,9555383.66,0.0,1
221.0,1.0,167060.63,167060.63,0.0,0.0,0.0,0.0,1
261.0,0.0,8639.93,8639.93,0.0,34474.59,43114.51,0.0,1
305.0,0.0,39342.59,39342.59,0.0,0.0,39342.59,0.0,1
562.0,0.0,8208916.0,8208916.0,0.0,543017.19,8751933.19,0.0,1
684.0,1.0,1430050.84,1430050.84,0.0,0.0,0.0,0.0,1
604.0,0.0,714218.48,714218.48,0.0,106940.83,821159.31,0.0,1
386.0,1.0,10000000.0,21975271.77,11975271.77,0.0,0.0,0.0,1
489.0,0.0,1189986.88,1189986.88,0.0,0.0,1189986.88,0.0,1
501.0,0.0,9301213.46,9301213.46,0.0,277228.74,9578442.2,0.0,1
715.0,0.0,329424.14,329424.14,0.0,45841.92,375266.06,0.0,1
646.0,1.0,43071.62,43071.62,0.0,0.0,0.0,0.0,1
22.0,1.0,489767.32,489767.32,0.0,0.0,0.0,0.0,1
25.0,1.0,249159.26,249159.26,0.0,0.0,0.0,0.0,1
272.0,0.0,253672.83,253672.83,0.0,0.0,253672.83,0.0,1
528.0,0.0,311234.46,311234.46,0.0,978976.44,1290210.9,0.0,1
702.0,0.0,10000000.0,10000000.0,0.0,3485891.28,13485891.28,0.0,1
439.0,0.0,3947541.37,3947541.37,0.0,226201.44,4173742.81,0.0,1
108.0,1.0,36847.9,36847.9,0.0,0.0,0.0,0.0,1
208.0,0.0,4815187.09,4815187.09,0.0,370304.5,5185491.59,0.0,1
102.0,0.0,1076739.91,1076739.91,0.0,2186542.64,3263282.55,0.0,1
212.0,0.0,10000000.0,10000000.0,0.0,766422.52,10656162.27,0.0,1
414.0,1.0,10000000.0,10724264.21,724264.21,0.0,0.0,0.0,1
619.0,1.0,1289142.33,1289142.33,0.0,0.0,0.0,0.0,1
623.0,0.0,296156.97,296156.97,0.0,1385822.34,1681979.31,0.0,1
354.0,0.0,375419.35,375419.35,0.0,269939.49,645358.83,0.0,1
600.0,1.0,2095699.93,2095699.93,0.0,0.0,0.0,0.0,1
117.0,0.0,4032691.34,4032691.34,0.0,0.0,4032691.34,0.0,1
237.0,1.0,1503034.86,1503034.86,0.0,0.0,0.0,0.0,1
560.0,1.0,730677.5,730677.5,0.0,0.0,0.0,0.0,1
233.0,0.0,597411.76,597411.76,0.0,2035697.45,2633109.21,0.0,1
198.0,1.0,2634032.61,2634032.61,0.0,0.0,0.0,0.0,1
569.0,0.0,22117.99,22117.99,0.0,581228.15,603346.15,0.0,1
214.0,1.0,39525.63,39525.63,0.0,0.0,0.0,0.0,1
35.0,0.0,112280.88,0.0,0.0,40512.49,152793.36,0.0,1
90.0,1.0,113309.55,113309.55,0.0,0.0,0.0,0.0,1
520.0,0.0,5469910.99,5469910.99,0.0,115992.44,5585903.43,0.0,1
436.0,1.0,591766.42,591766.42,0.0,0.0,0.0,0.0,1
230.0,1.0,114169.66,114169.66,0.0,0.0,0.0,0.0,1
713.0,0.0,773926.81,773926.81,0.0,1612283.59,2386210.4,0.0,1
200.0,0.0,159232.01,159232.01,0.0,0.0,159232.01,0.0,1
120.0,1.0,49571.87,49571.87,0.0,0.0,0.0,0.0,1
452.0,0.0,227349.18,227349.18,0.0,111961.16,339310.34,0.0,1
621.0,0.0,2060748.45,2060748.45,0.0,0.0,2060748.45,0.0,1
701.0,1.0,79581.24,79581.24,0.0,0.0,0.0,0.0,1
234.0,0.0,264949.69,264949.69,0.0,0.0,264949.69,0.0,1
265.0,1.0,158214.43,158214.43,0.0,0.0,0.0,0.0,1
718.0,1.0,10000000.0,19749042.95,9749042.95,0.0,0.0,0.0,1
533.0,0.0,878034.02,878034.02,0.0,1531593.58,2409627.6,0.0,1
403.0,1.0,196254.03,196254.03,0.0,0.0,0.0,0.0,1
264.0,0.0,2514878.33,2514878.33,0.0,1017845.77,3532724.1,0.0,1
695.0,0.0,286835.21,286835.21,0.0,1678767.02,1965602.23,0.0,1
542.0,1.0,1068398.61,1068398.61,0.0,0.0,0.0,0.0,1
61.0,0.0,475368.94,475368.94,0.0,1348026.73,1823395.67,0.0,1
191.0,0.0,135200.37,135200.37,0.0,84522.15,219722.52,0.0,1
676.0,0.0,3542716.02,3542716.02,0.0,4746.62,3547462.65,0.0,1
732.0,1.0,249365.63,249365.63,0.0,0.0,0.0,0.0,1
411.0,1.0,10000000.0,12068313.94,2068313.94,0.0,0.0,0.0,1
542.0,0.0,1068398.61,1068398.61,0.0,0.0,1068398.61,0.0,1
125.0,1.0,8097183.22,8097183.22,0.0,0.0,0.0,0.0,1
138.0,1.0,303432.45,303432.45,0.0,0.0,0.0,0.0,1
349.0,0.0,977805.62,977805.62,0.0,0.0,977805.62,0.0,1
276.0,1.0,2554948.41,2554948.41,0.0,0.0,0.0,0.0,1
